Landslide ID,Description,Size Category,Trigger,Date of Occurrence,X Co-ordinate,Y Co-ordinate,Debris Type,Material Type,Movement Type,Aspect,Activity,Vegetation Cover,Causal Factors,Damage Description,No. of Slips,Injuries,Deaths,Damage Cost,Environmental Effects,Comments,Area (min),Area (max),Volume (min),Volume (max),Data Source
15715,"Large landslide #S23_62",3,101,null,175.295857394757,-39.9561550987742,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15716,"Large landslide #S23_63",3,101,null,175.29768560343,-39.9537848997497,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15717,"Large landslide #S23_7",3,101,null,175.286537873635,-39.9422931776341,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15718,"Large landslide #S23_8",3,101,null,175.291910893989,-39.9284327728349,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15719,"Large landslide #S23_9",3,101,null,175.312294055208,-39.9267246163125,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15721,"Large landslide #S24_1",3,101,null,175.530327792926,-39.9303665706784,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15722,"Large landslide #S24_2",3,101,null,175.449526964246,-39.8990352710627,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15724,"Large landslide #S25_1",3,101,null,175.226489084539,-40.0167285706022,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15725,"Large landslide #S25_2",3,101,null,175.254777836012,-40.0147652728441,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15726,"Large landslide #S25_3",3,101,null,175.248014690842,-40.0170152207937,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15727,"Large landslide #S25_4",3,101,null,175.292700332968,-40.0185891241693,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15729,"Canyon Creek",3,101,null,175.308340982017,-40.0139766036195,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15730,"Waiohine River #2",3,101,null,175.332365147379,-40.0184212804078,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15731,"Touherenikau River",3,101,null,175.335959379506,-40.0161059944325,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15732,"Coal Stream",3,101,null,175.297723877624,-40.0331458316639,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15733,"Waiohine Gorge Rd",3,101,null,175.287612585821,-40.0341534367812,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15734,"Fern Stream",3,101,null,175.288462193795,-40.0301588351678,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15735,"Upper Waingawa",3,100,null,175.42741513383,-40.0988398428083,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15736,"Creek Rd",3,101,null,175.466496430346,-40.0238673742948,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15737,"Hector Forks A",3,100,null,175.572027185612,-40.0212610558897,101,101,2,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15738,"Waiohine River #1",3,101,null,175.571547046958,-40.0228179056719,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15740,"Hikawera",3,100,null,175.527657672969,-40.0350694846531,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15741,"Huangarua",3,100,null,175.519124407347,-40.0425110367803,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15742,"Glendoon",3,100,null,175.548002724815,-40.0597128333611,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15743,"Whakapuni",3,100,null,175.547604316389,-40.0679893817249,101,101,9,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15744,"Hinakura Rd",3,101,null,175.553297510563,-40.0706082585314,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15745,"Birch Hill",3,101,null,175.513576594696,-40.0547802044384,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15746,"Cannock Rd",3,100,null,175.496564075312,-40.076482507942,101,101,3,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15747,"Pukeatua",3,100,null,175.555140190349,-40.0956822110488,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15748,"Large landslide #S27_3a",3,101,null,175.565164444116,-40.1459797173338,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15749,"Large landslide #S27_3b",3,101,null,175.44276441607,-40.167805529382,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15750,"Large landslide #S27_3c",3,101,null,175.558085887595,-40.189045484837,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15751,"Large landslide #S27_3d",3,101,null,175.189929734793,-40.0246264928178,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15752,"Large landslide #S27_3e",3,101,null,175.259880254353,-40.0156103793023,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15753,"Large landslide #S27_3f",3,101,null,175.296176185622,-40.0113618107784,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15754,"Large landslide #S27_3g",3,101,null,175.29399001521,-40.0134162126505,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15755,"Arohanui",3,100,null,175.295870344164,-40.017030575499,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15756,"Large landslide #S27_4a",3,101,null,175.270524526199,-40.0274212208455,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15757,"Large landslide #S27_4b",3,101,null,175.276095992269,-40.0296325492042,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15758,"Large landslide #S27_4c",3,101,null,175.263096673978,-40.029620182575,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15759,"Large landslide #S27_4d",3,101,null,175.267158780365,-40.0308654205527,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15760,"Large landslide #S27_4e",3,101,null,175.261846508833,-40.0332475231144,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15761,"Ngarara Stream",3,100,null,175.276934153031,-40.0338165760048,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15762,"Tablelands",3,100,null,175.293655448289,-40.0331189362832,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15763,"Hikawera",3,100,null,175.29639572107,-40.0321765587657,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15764,"Tawhiriwaimanuka Stream",3,100,null,175.300081708284,-40.03181631451,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15765,"Popoiti",3,100,null,175.302646297241,-40.0317436098498,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15767,"Cape Palliser",3,100,null,175.318025166544,-40.0224969265546,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15768,"Black Mountain",3,100,null,175.318418932568,-40.010034645947,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15769,"Large landslide #S28_10a",3,101,null,175.332023955259,-40.0129366622959,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15770,"Large landslide #S28_10b",3,101,null,175.33346504617,-40.012247608694,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15771,"Large landslide #S28_10c",3,101,null,175.573714429849,-40.0104333112374,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15772,"Large landslide #S28_10d",3,101,null,175.528515620241,-40.0113924621606,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15773,"Otakaha",3,100,null,175.576899420163,-40.031658313273,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15774,"Jacobs Ladder",3,100,null,175.563097117401,-40.027338948446,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15775,"Large landslide #S28_12a",3,101,null,175.523761034932,-40.03762204525,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15776,"Large landslide #S28_12b",3,101,null,175.538470870948,-40.0464669096021,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15777,"Large landslide #S28_12c",3,101,null,175.518101430732,-40.049690263702,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15778,"Mt Barton #1",3,100,null,175.511860880143,-40.0599010025768,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15779,"Mt Barton #2",3,100,null,175.52247136762,-40.0535311897949,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15780,"Mt Barton #3",3,100,null,175.518240669252,-40.0619589087113,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15781,"Mt Barton #4",3,100,null,175.569347583008,-40.0605226404067,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15782,"Large landslide #S28_16a",3,101,null,175.568973039348,-40.0631723430061,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15783,"Large landslide #S28_16b",3,101,null,175.538891413483,-40.0695923613786,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15784,"Mt Barton #5",3,100,null,175.525802329928,-40.0724309889904,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15785,"Whawanui",3,100,null,175.547935752666,-40.0905301883297,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15786,"Large landslide #S28_18a",3,101,null,175.447714705385,-40.1650383562439,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15787,"Large landslide #S28_18b",3,101,null,175.537964786032,-40.1945074843183,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15788,"Large landslide #S28_18c",3,101,null,175.311613384447,-40.0150908546082,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15789,"White Rock",3,100,null,174.619238165357,-38.9566923267916,101,101,3,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15790,"Large landslide #S28_19a",3,101,null,174.685315694691,-38.9641610955514,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15791,"Large landslide #S28_19b",3,101,null,174.652812159991,-38.9786043592946,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15792,"Large landslide #S28_19c",3,101,null,174.663826853735,-38.9862055521588,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15793,"Large landslide #S28_1a",3,101,null,174.650889417921,-38.9861847690252,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15794,"Large landslide #S28_1b",3,101,null,174.651511921883,-39.0018260681839,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15795,"Large landslide #S28_1c",3,101,null,174.659209003606,-39.004199658405,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15796,"Large landslide #S28_1d",3,101,null,174.655078177508,-39.0102744617139,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15797,"Large landslide #S28_1e",3,101,null,174.651741937428,-39.0158043869999,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15798,"Large landslide #S28_1f",3,101,null,174.625777441357,-39.084125716111,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15799,"Large landslide #S28_1g",3,101,null,174.644518036808,-39.0451923200947,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15800,"Large landslide #S28_1h",3,101,null,174.929079992042,-38.94701256214,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15801,"Ngawihi",3,100,null,174.912606074217,-38.968669076137,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15802,"Rat Hill",3,100,null,175.060942438001,-39.0299733303506,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15803,"Te Waerenga",3,100,null,174.708864232825,-39.0679723176362,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15804,"Mungaroa",3,100,null,174.732605036174,-39.0447451257833,101,101,3,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15805,"Te Kaukau",3,100,null,174.865187450632,-39.0744795468189,101,101,9,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15806,"Large landslide #S28_23a",3,101,null,174.983542366789,-39.0598955083323,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15807,"Large landslide #S28_23b",3,101,null,174.978127865959,-39.0583253494872,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15808,"Te Oroi",3,100,null,175.077713651381,-39.0625618154777,101,101,9,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15809,"Large landslide #S28_24a",3,101,null,174.717531705363,-39.1255955054171,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15810,"Large landslide #S28_24b",3,101,null,174.747375676184,-39.14596588698,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15811,"Te Awaiti #1",3,100,null,174.784196292765,-39.1319815445173,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15812,"Large landslide #S28_25a",3,101,null,174.78039890341,-39.1387456434698,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15813,"Large landslide #S28_25b",3,101,null,174.779596649588,-39.1556409499595,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15814,"Te Awaiti #2",3,100,null,174.780389446876,-39.1582956645686,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15815,"Large landslide #S28_26a",3,101,null,174.796035922155,-39.1378205175192,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15816,"Large landslide #S28_26b",3,101,null,174.804728063972,-39.1411850611038,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15817,"Large landslide #S28_26c",3,101,null,174.804275843226,-39.1282641565083,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15818,"Large landslide #S28_26d",3,101,null,174.806518812698,-39.1306073386831,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15819,"Large landslide #S28_26e",3,101,null,174.814392038824,-39.1210489215048,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15820,"Hungaroa",3,100,null,174.820524243573,-39.1228195049503,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15821,"Stony Bay",3,100,null,174.818432614119,-39.1049152916287,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15822,"Large landslide #S28_28a",3,101,null,174.826557910095,-39.1027735669909,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15823,"Large landslide #S28_28b",3,101,null,174.840189666732,-39.1088478953048,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15824,"Heather Hills",3,100,null,174.833889153314,-39.1128340986459,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15825,"Large landslide #S28_2a",3,101,null,174.832895472327,-39.1197572707707,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15826,"Large landslide #S28_2b",3,101,null,174.843482437267,-39.1258257779737,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15827,"Large landslide #S28_2c",3,101,null,174.858207280554,-39.1038632821026,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15828,"Large landslide #S28_2d",3,101,null,174.854902015811,-39.1571167319099,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15829,"Large landslide #S28_2e",3,101,null,175.020971463642,-39.1897189141701,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15830,"Large landslide #S28_2f",3,101,null,175.027590621055,-39.1567742604819,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15831,"Large landslide #S28_2g",3,101,null,175.060239166347,-39.1328076011083,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15832,"Large landslide #S28_2h",3,101,null,175.057749082187,-39.1398482304026,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15833,"Kawakawa",3,100,null,174.638558531265,-38.9909658381357,101,101,9,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15834,"Boundary",3,100,null,174.649817076379,-38.9955174688604,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15835,"Anweaiti",3,100,null,174.635441910604,-39.0044338309415,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15836,"Large landslide #S28_31a",3,101,null,174.770804154373,-39.0406076075878,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15837,"Large landslide #S28_31b",3,101,null,174.733788152815,-39.1349966729425,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15838,"Large landslide #S28_31c",3,101,null,174.871935687902,-39.1860729828654,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15839,"Large landslide #S28_31d",3,101,null,174.795043948245,-39.1313545588813,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15840,"Large landslide #S28_31e",3,101,null,174.770159651474,-39.130111644342,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15841,"Large landslide #S28_31f",3,101,null,174.767313396335,-39.1174071768449,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15842,"Large landslide #S28_31g",3,101,null,174.777754780426,-39.1168082426239,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15843,"Large landslide #S28_31h",3,101,null,174.773349564379,-39.109334225125,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15844,"Large landslide #S28_31i",3,101,null,174.788427858845,-39.119091228384,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15845,"Large landslide #S28_31j",3,101,null,174.812836164163,-39.1282250805011,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15846,"Large landslide #S28_31k",3,101,null,174.812210379276,-39.1240541513846,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15847,"Large landslide #S28_31l",3,101,null,174.850531754014,-39.1280937108015,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15848,"Tora farm",3,100,null,174.860245754627,-39.0819200777725,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15849,"Large landslide #S28_32a",3,101,null,174.858338722696,-39.0770646266018,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15850,"Large landslide #S28_32b",3,101,null,174.830230424722,-39.0076140245398,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15851,"Large landslide #S28_32c",3,101,null,174.839448530267,-39.0053077769344,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15852,"Large landslide #S28_32d",3,101,null,174.8284289081,-38.9974953964917,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15853,"Large landslide #S28_32e",3,101,null,174.838777353187,-38.9776131182214,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15854,"Large landslide #S28_32f",3,101,null,174.857063974583,-38.9784396445846,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15855,"Large landslide #S28_32g",3,101,null,174.862718418039,-38.973473544536,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15856,"Large landslide #S28_32h",3,101,null,174.978423128258,-39.0613398755448,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15857,"Large landslide #S28_32i",3,101,null,175.043880948749,-39.0529534822089,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15858,"Large landslide #S28_32j",3,101,null,175.033565312271,-39.1533412406456,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15859,"Large landslide #S28_32k",3,101,null,174.624533723964,-39.1485925613117,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15860,"Large landslide #S28_32l",3,101,null,174.616804817364,-39.1554415030256,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15861,"Large landslide #S28_32m",3,101,null,174.620085537078,-39.1491305500775,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15862,"Large landslide #S28_32n",3,101,null,175.055800007142,-39.0399567711556,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15863,"Large landslide #S28_32o",3,101,null,174.779847441563,-39.1583715116266,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15864,"Large landslide #S28_32p",3,101,null,174.761057515604,-39.208716729263,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15865,"Large landslide #S28_32q",3,101,null,174.628439518398,-39.2397575922519,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15866,"Fern Hill",3,100,null,174.644893660596,-39.2878024311351,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15867,"Stoney Creek North",3,100,null,174.764301396836,-39.2482666867444,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15868,"Stoney Creek South",3,100,null,174.729635464229,-39.3089085830338,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15869,"Fern Hill West",3,100,null,174.725155333556,-39.3119866225189,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15870,"Kandahar",3,100,null,174.84073682695,-39.255754739572,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15871,"Large landslide #S28_37a",3,101,null,174.867762689896,-39.271278303761,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15872,"Large landslide #S28_37b",3,101,null,174.877286021369,-39.2763108312482,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15873,"Little Tora",3,100,null,174.901025066081,-39.2838025143481,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15874,"Rough Hill East",3,100,null,175.007569434225,-39.2960058963256,101,101,4,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15875,"Large landslide #S28_39a",3,101,null,175.046530911363,-39.3116407118057,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15876,"Large landslide #S28_39b",3,101,null,175.071254364408,-39.2995025488616,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15877,"Large landslide #S28_39c",3,101,null,175.074173936793,-39.3077976943685,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15878,"Large landslide #S28_3a",3,101,null,175.016745867266,-39.3488815286093,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
15879,"Large landslide #S28_3b",3,101,null,174.868526263651,-39.3694734908834,101,101,101,null,null,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
